Sample;M;intensity
heart1;3044.1;362365714
heart1;3059.1;32670886
heart1;3060.1;282625006
heart1;3075.1;36664009
heart1;3076.1;588515966
heart1;3089.1;12625978
heart1;3091.1;14088805
heart1;3093.1;45506389
heart1;3098;24808166
heart1;3101.1;5612860
heart1;3105.2;15620477
heart1;3118.1;35377609
heart1;3120.1;6448408
heart1;3134.1;40604172
heart1;3168.1;21545679
heart1;3174.1;6372584
heart1;3185.2;8798896
heart1;3189.1;31357009
heart1;3205.1;13582830
heart1;3237.1;86403279
heart1;3295.2;9084635
heart1;3296.2;15053791
heart1;3297.2;39223259
heart1;3312.2;5356869
heart1;3313.2;19055503
heart1;3319.2;103064514
heart1;3334.2;21588168
heart1;3335.2;222330835
heart1;3350.2;18489211
heart1;3351.2;149073478
heart1;3352.2;27385879
heart1;3366.2;8672860
heart1;3367.2;27235990
heart1;3368.2;18474155
heart1;3393.2;30655856
heart1;3396.2;13596642
heart1;3409.2;58001381
heart1;3425.2;44261972
heart1;3426.2;61397883
heart1;3441.2;78885614
heart1;3442.2;47971503
heart1;3457.2;15969074
heart1;3459.2;26995781
heart1;3475.2;6903766
heart1;3683.3;8099878
heart1;3684.3;82446563
heart1;3700.3;161373569
heart1;3715.3;15568584
heart1;3716.3;101873785
heart1;3717.3;32415478
heart1;3731.3;9957412
heart1;3732.3;65581891
heart1;3745.4;13096353
heart1;3747.3;7282359
heart1;3748.3;70726243
heart1;3761.4;7533000
heart1;3765.3;12785964
heart1;3774.4;6072602
heart1;3777.4;9249642
heart1;3782.3;11964869
heart1;3787.3;6477395
heart1;3790.4;12133511
heart1;3799.3;19523374
heart1;3806.3;5656465
heart1;3806.4;6872489
heart1;3807.4;13736244
heart1;3823.4;6493767
heart1;3885.4;13540534
heart1;3975.4;25703084
heart1;3991.4;73782602
heart1;4006.4;10847626
heart1;4007.4;48751589
heart1;4008.4;35445182
heart1;4023.4;10712280
heart1;4040.4;12612615
heart1;4049.5;8109933
heart1;4065.4;16594372
heart1;4065.5;11237254
heart1;4081.5;25650010
heart1;4097.4;11700628
heart1;4097.5;8764031
heart1;4113.5;20668508
heart1;4123.4;10210702
heart1;4134.5;10030124
heart1;4150.5;5054305
heart1;4160.5;9549227
heart1;4176.5;22118012
heart1;4188.5;6372324
heart1;4189.5;7770831
heart1;4192.5;50915971
heart1;4193.5;10913581
heart1;4207.5;22316465
heart1;4209.5;14176582
heart1;4430.6;6409606
heart1;4478.6;5676230
heart1;4479.6;8308650
heart2;1050.9;6275786
heart2;1055.4;25688608
heart2;1059.4;149090254
heart2;1073.4;86488098
heart2;1075.4;421149005.6
heart2;1092.4;6308501
heart2;1097.4;28531658
heart2;1100.4;7018019
heart2;1116.4;63296827.2
heart2;1135.4;6288808
heart2;1152.4;29997378.6
heart2;1176.4;87560266
heart2;1177.4;64621217
heart2;1184.4;16027121.7
heart2;1193.4;10161518
heart2;1221.5;28212393
heart2;1234.9;8505930
heart2;1236.5;17930623
heart2;1237.5;1163416952
heart2;1254.5;167015204
heart2;1257.4;17565240
heart2;1262.5;181897284
heart2;1278.5;180009044
heart2;1282.5;65708965
heart2;1315.4;9246150
heart2;1317.5;34996741
heart2;1319.5;18051254
heart2;1381.5;6450989
heart2;1383.5;34751561
heart2;1398.5;8559608
heart2;1399.5;329409777
heart2;1415.6;6874709
heart2;1416.5;201167477
heart2;1419.5;10804186
heart2;1420.5;26099267
heart2;1421.5;78056594
heart2;1424.5;397578166
heart2;1440.5;81682498.4
heart2;1465.6;182677532
heart2;1476.5;13525611
heart2;1481.6;63979085.7
heart2;1510.6;8998734
heart2;1522.6;8573984.7
heart2;1561.6;70165609
heart2;1569.6;17326773
heart2;1578.6;154077556
heart2;1583.5;17578668
heart2;1583.6;6570959
heart2;1584.6;10393031
heart2;1585.6;61089242.4
heart2;1586.6;48343555
heart2;1602.6;101645259
heart2;1606.6;16458759
heart2;1627.6;257209477
heart2;1641.6;96961461
heart2;1643.6;520477868.6
heart2;1668.6;32876061
heart2;1671.6;6506752
heart2;1672.7;17317397
heart2;1675.6;25112233
heart2;1684.6;5800742
heart2;1690.6;6715220
heart2;1707.6;7120051
heart2;1715.6;61390971
heart2;1721.6;35354875
heart2;1723.6;113301800
heart2;1731.6;424577081
heart2;1738.6;151684208.4
heart2;1740.6;271513695.7
heart2;1744.6;7956252
heart2;1745.6;39952674.5
heart2;1746.6;48973900.3
heart2;1747.6;211326456
heart2;1748.6;15510033
heart2;1753.6;7526183
heart2;1757.7;6603978
heart2;1764.6;27184387
heart2;1767.6;6658054.8
heart2;1768.7;36605280.1
heart2;1772.7;16227559
heart2;1787.6;10417109
heart2;1787.7;485796906
heart2;1788.7;153725920
heart2;1789.7;1437604830
heart2;1792.7;8863865
heart2;1805.7;96447329.2
heart2;1809.6;18325408
heart2;1810.6;6921799
heart2;1811.6;77282881
heart2;1819.6;38063727
heart2;1821.7;11115867
heart2;1827.6;28541543
heart2;1828.7;19070933
heart2;1830.7;34234882
heart2;1834.7;88602333
heart2;1837.7;39517878
heart2;1846.7;5156909
heart2;1856.7;5146615
heart2;1869.6;14787647
heart2;1871.7;40672811
heart2;1874.7;6132626
heart2;1877.7;312265874
heart2;1884.7;7363556
heart2;1885.7;133439768
heart2;1892.7;8589746
heart2;1893.7;905087835
heart2;1899.7;20782787
heart2;1900.7;213089904.1
heart2;1901.7;15029959
heart2;1902.7;552383815
heart2;1907.7;75024299
heart2;1908.6;45832362
heart2;1908.7;21370234
heart2;1909.7;404133011
heart2;1915.6;6570024
heart2;1915.7;64967883
heart2;1916.7;11888665
heart2;1917.7;61947963
heart2;1918.7;89224224
heart2;1926.7;8204791
heart2;1930.7;64603825.2
heart2;1931.6;42018114
heart2;1931.7;8837618
heart2;1932.7;87025706
heart2;1933.7;11129059
heart2;1934.7;583168571
heart2;1937.6;9889944
heart2;1938.7;27955851
heart2;1947.7;5918061
heart2;1949.7;110404626
heart2;1950.7;1043124901
heart2;1951.7;260228584
heart2;1952.7;9129892
heart2;1956.7;12710032
heart2;1957.7;6546508
heart2;1960.7;7835423
heart2;1965.7;37591428
heart2;1967.7;204557852
heart2;1972.7;50943820
heart2;1973.7;24155767
heart2;1975.8;7268230
heart2;1976.7;5238902
heart2;1979.8;14244533
heart2;1981.7;29462819
heart2;1982.7;53845880
heart2;1983.7;6170704
heart2;1983.8;6556240
heart2;1989.7;12717914
heart2;1991.7;5319837
heart2;1992.7;55090326
heart2;1992.8;8561531
heart2;1995.8;27755364
heart2;1996.8;8537376
heart2;1998.7;5623542
heart2;2008.7;6368800
heart2;2012.8;6684784
heart2;2014.7;18616641
heart2;2022.7;5420995
heart2;2038.7;9582576
heart2;2039.7;311562848
heart2;2047.7;19818539
heart2;2053.7;30407013
heart2;2054.7;30936337
heart2;2055.7;139691785
heart2;2061.7;14284226
heart2;2062.7;29671522.4
heart2;2064.7;44441113
heart2;2071.7;5323943
heart2;2076.7;13915894
heart2;2079.8;37604361
heart2;2080.8;1535931337
heart2;2084.8;17742721
heart2;2091.8;7927632
heart2;2092.7;8199302
heart2;2092.8;31803412
heart2;2095.7;34973668
heart2;2095.8;5196929
heart2;2096.8;2987804748
heart2;2097.8;70955365
heart2;2100.7;6779336
heart2;2100.8;9007879
heart2;2103.8;21852243
heart2;2112.8;198265355
heart2;2113.8;705207860
heart2;2117.8;8923943
heart2;2118.7;89143409
heart2;2119.8;36334955
heart2;2121.8;26160268
heart2;2125.8;76822012
heart2;2128.8;30840731
heart2;2130.8;5988395
heart2;2131.8;13767034
heart2;2135.8;53423281
heart2;2137.8;33184492
heart2;2141.7;33099609
heart2;2141.8;147475158
heart2;2144.7;6828551
heart2;2147.8;5653848
heart2;2151.7;10842072
heart2;2153.8;6620838
heart2;2154.8;53341288
heart2;2158.8;26086757
heart2;2158.9;7589374
heart2;2160.7;46223493
heart2;2161.8;12747841
heart2;2170.9;10765852
heart2;2176.7;30489068
heart2;2177.7;23549247
heart2;2186.9;15425693
heart2;2193.7;7353141
heart2;2194.8;5284017
heart2;2223.8;23631137
heart2;2225.8;267080812
heart2;2226.8;8797861
heart2;2237.8;10941044
heart2;2238.8;12602839
heart2;2241.8;508284743
heart2;2242.8;870870810
heart2;2253.8;6125334
heart2;2256.8;474691036
heart2;2257.8;4176299504
heart2;2258.8;792340920
heart2;2263.8;49202952
heart2;2264.8;53437462
heart2;2265.8;14198869
heart2;2273.8;22091958
heart2;2274.8;21832092
heart2;2275.8;30763272
heart2;2279.8;341805308
heart2;2280.8;62871072
heart2;2282.8;7627069
heart2;2283.8;12975031
heart2;2283.9;5274882
heart2;2285.9;11240789
heart2;2286.9;15205195
heart2;2287.9;38311556
heart2;2289.8;15776390
heart2;2295.8;12461448
heart2;2296.8;14733380
heart2;2297.8;42310225
heart2;2298.8;8646000
heart2;2299.8;231678637
heart2;2299.9;5057334
heart2;2300.8;20005722
heart2;2302.8;18173948
heart2;2302.9;135798754
heart2;2303.9;32108618
heart2;2307.8;9434102
heart2;2315.8;15407675
heart2;2316.9;16980883
heart2;2321.8;7021285
heart2;2322.8;14093271
heart2;2323.8;19249854
heart2;2347.9;6577629
heart2;2367.8;16227743.6
heart2;2370.9;80622371
heart2;2371.9;2211805085
heart2;2383.8;36059800
heart2;2386.8;313400497
heart2;2386.9;44267084
heart2;2387.9;3002256876
heart2;2388.9;156422325
heart2;2392.8;10009929
heart2;2393.8;43131564
heart2;2394.9;8064746
heart2;2395.8;30050638
heart2;2399.8;25382285
heart2;2402.8;668490915
heart2;2402.9;596701718
heart2;2403.8;3068590251
heart2;2403.9;3352906094
heart2;2408.8;15810838
heart2;2409.8;75479809
heart2;2410.8;112606366
heart2;2410.9;42939153
heart2;2411.8;37789707
heart2;2413.9;5060449
heart2;2416.9;96668314
heart2;2418.9;65063505
heart2;2419.9;12924149
heart2;2420.9;190015382
heart2;2422.8;10002529
heart2;2425.8;493648541
heart2;2431.9;16338172
heart2;2432.9;138919475
heart2;2435.8;20927666
heart2;2440.8;12077191
heart2;2441.8;82107820
heart2;2442.8;46221267
heart2;2443.8;27125542
heart2;2444.9;93174484
heart2;2445.9;176895514
heart2;2448.9;264252877
heart2;2451.8;5539161
heart2;2453.8;5442083
heart2;2460.9;23695171
heart2;2461.9;147186920
heart2;2462;12127122
heart2;2462.9;13454333
heart2;2466.8;12408755
heart2;2467.8;11503039
heart2;2467.9;5682672
heart2;2468.8;72656346
heart2;2468.9;52914872
heart2;2476.9;6059794
heart2;2478;17028917
heart2;2478.9;15669835
heart2;2483.8;33221600
heart2;2484.8;19313536
heart2;2485.9;19450213
heart2;2492;18423792
heart2;2494;24186157
heart2;2494.9;7258731
heart2;2495.9;8180742
heart2;2549.9;7292257
heart2;2564.9;121034599
heart2;2565.9;13636970
heart2;2574.9;7795351
heart2;2590.9;25206315
heart2;2606.9;23423838
heart2;2607.9;46960683
heart2;2622.9;13133568
heart2;2623.9;74138437
heart2;2624;25894174
heart2;2640;27069946
heart2;2640.9;15980696
heart2;2641;95440299
heart2;2658;35315653
heart2;2662.9;5548307
heart2;2663;42181795
heart2;2671.9;9431783
heart2;2680;6920252
heart2;2694.9;7742541
heart2;2708.9;13079583
heart2;2709.9;17717347
heart2;2710.9;166595717
heart2;2711.9;5587322
heart2;2732;9061643
heart2;2737;75270308
heart2;2742.9;8832548
heart2;2752;15972017
heart2;2753;168896017
heart2;2769;189850135
heart2;2770;234169225
heart2;2785;48404739
heart2;2786;73832761
heart2;2882;9394864
heart2;2898;61912031
heart2;2898.1;18870618
heart2;2899;50802047
heart2;2914;26910697
heart2;2915;140456668
heart2;2929;9146991
heart2;2930;330253062
heart2;2931;217258274
heart2;2947;18171054
heart2;2972;6689502
heart2;2973.1;25639576
heart2;3027.1;19544074
heart2;3028.1;206075092
heart2;3043.1;29693864
heart2;3044.1;302053442
heart2;3059.1;28124079
heart2;3060.1;207400457
heart2;3073.1;13741898
heart2;3075.1;32713040
heart2;3076.1;266059086
heart2;3089.1;7881200
heart2;3093.1;17745570
heart2;3118.1;8118798
heart2;3120.1;7420853
heart2;3134.1;12700504
heart2;3168.1;21579225
heart2;3174.1;6002135
heart2;3185.2;7155006
heart2;3189.1;17077427
heart2;3205.1;9054987
heart2;3237.1;17746316
heart2;3296.2;11592598
heart2;3297.2;27919228
heart2;3313.2;15906841
heart2;3318.2;7699023
heart2;3319.2;90812069
heart2;3331.2;5791232
heart2;3335.2;174707640
heart2;3350.2;17497483
heart2;3351.2;82006769
heart2;3367.2;8124733
heart2;3369.2;9809874
heart2;3384.2;5409414
heart2;3393.2;8199580
heart2;3396.2;7639526
heart2;3424.2;7871518
heart2;3425.2;12744998
heart2;3426.2;24820932
heart2;3441.2;21603856
heart2;3442.2;20777032
heart2;3459.2;5911327
heart2;3662.3;5624965
heart2;3684.3;26186398
heart2;3699.3;9152217
heart2;3700.3;38169288
heart2;3716.3;19086782
heart2;3732.3;7957743
heart2;3885.4;12958559
heart2;3975.4;5656190
heart2;3991.4;12159079
heart2;4134.5;11130749
heart2;4160.5;12122035
heart2;4176.5;24355411
heart2;4189.5;6625602
heart2;4192.5;46789796
heart2;4207.5;21286054
heart2;4209.5;15088415
heart2;4226.5;6186913
heart2;4465.6;8318464
heart2;4467.6;7799044
heart2;4481.6;10982312
heart2;4483.6;6699113
ileum1;1059.4;34262814
ileum1;1075.4;138862505.4
ileum1;1097.4;32206723.4
ileum1;1116.4;14493488.6
ileum1;1153.4;7294577
ileum1;1237.5;286087920.1
ileum1;1254.5;55575632
ileum1;1259.4;200569349.8
ileum1;1262.5;41646432
ileum1;1278.5;30936027.2
ileum1;1319.5;8636104.9
ileum1;1399.5;140198373.6
ileum1;1416.5;73596411.2
ileum1;1419.5;13411756.1
ileum1;1424.5;58053613
ileum1;1440.5;17938980.2
ileum1;1441.5;6050303
ileum1;1465.6;95617977.5
ileum1;1481.6;30163996.5
ileum1;1487.5;13258339
ileum1;1561.6;31036671
ileum1;1578.6;70905725.7
ileum1;1583.5;14338197
ileum1;1585.6;5550875
ileum1;1586.6;10874875
ileum1;1602.6;30249487
ileum1;1627.6;101525353.2
ileum1;1643.6;89533103.3
ileum1;1668.6;18951893.2
ileum1;1684.6;24669083.5
ileum1;1715.6;5671616
ileum1;1723.6;49213666.5
ileum1;1731.6;16676778
ileum1;1740.6;128470866.7
ileum1;1746.6;15850369.2
ileum1;1747.6;9232139
ileum1;1748.6;9439187
ileum1;1764.6;7357749
ileum1;1788.6;10206297
ileum1;1789.7;254615636.7
ileum1;1805.7;24957549.8
ileum1;1827.6;10792011.3
ileum1;1830.7;48830914
ileum1;1846.7;22742986.9
ileum1;1869.6;5235573
ileum1;1871.7;10743935.9
ileum1;1885.7;43574522.7
ileum1;1893.7;18404847
ileum1;1900.7;50222687.9
ileum1;1902.7;172053423.2
ileum1;1909.7;15352904
ileum1;1917.7;11148826
ileum1;1918.7;17832402
ileum1;1923.6;11436788
ileum1;1934.7;71660345
ileum1;1949.7;12422054.6
ileum1;1950.7;62705342.7
ileum1;1951.7;65500768
ileum1;1952.7;6838985
ileum1;1967.7;21313888
ileum1;1992.8;77238886
ileum1;2008.8;8561400
ileum1;2064.7;9569099
ileum1;2080.8;134213386
ileum1;2095.8;5013173
ileum1;2096.8;213096709
ileum1;2102.7;8578508
ileum1;2112.8;24453900
ileum1;2113.8;61585592
ileum1;2117.8;6950484
ileum1;2118.7;28296926
ileum1;2121.8;5387276
ileum1;2137.8;15923638.7
ileum1;2138.8;8168505
ileum1;2141.8;77872268
ileum1;2154.8;30146082.8
ileum1;2195.8;12021537.2
ileum1;2241.8;8102678
ileum1;2242.8;86977490
ileum1;2257.8;42145484
ileum1;2258.8;92150756
ileum1;2283.9;8085080
ileum1;2299.8;11963021.2
ileum1;2316.9;8959026
ileum1;2324.9;5106586
ileum1;2357.9;18034714
ileum1;2371.9;7415578
ileum1;2387.9;7012014
ileum1;2403.9;37404823
ileum1;2445.9;17474349
ileum1;2461.9;25811546
ileum1;2478.9;7841788
ileum1;2623.9;5609797
ileum1;2723;10556034
ileum1;2770;7242414
ileum1;3217.2;6037604
ileum1;3218.2;12742323
ileum2;1059.4;54106882
ileum2;1073.4;44496499
ileum2;1075.4;170077647.8
ileum2;1097.4;39590201
ileum2;1116.4;20468278.7
ileum2;1170.4;5880164.6
ileum2;1237.5;271692834
ileum2;1254.5;71829995
ileum2;1259.4;248195777.2
ileum2;1262.5;74190199
ileum2;1278.5;48707460.1
ileum2;1319.5;9407136
ileum2;1399.5;170391615.9
ileum2;1416.5;91883252.6
ileum2;1419.5;24982200
ileum2;1421.5;73542042.6
ileum2;1424.5;114164373.7
ileum2;1440.5;30444675.6
ileum2;1465.6;92749225.1
ileum2;1481.6;43726903.7
ileum2;1569.6;11220421
ileum2;1578.6;88488148.7
ileum2;1581.5;6416412
ileum2;1583.5;18156887.3
ileum2;1585.6;11039354
ileum2;1586.6;18886195
ileum2;1600.6;12483766
ileum2;1602.6;50271826
ileum2;1624.6;5185653
ileum2;1625.6;12517788.6
ileum2;1626.6;8578156.8
ileum2;1627.6;164622201.6
ileum2;1643.6;118845956.6
ileum2;1666.6;5652595.8
ileum2;1668.6;40663895.1
ileum2;1668.7;16532857
ileum2;1684.6;29419557.3
ileum2;1707.6;9746955
ileum2;1715.6;13180940
ileum2;1723.6;52805962.5
ileum2;1731.6;42219761.9
ileum2;1740.6;141190907
ileum2;1744.6;8606177.7
ileum2;1745.6;8193631.6
ileum2;1747.6;22825896
ileum2;1748.6;12074142
ileum2;1759.6;5156052.9
ileum2;1764.6;13098435
ileum2;1772.7;6960117
ileum2;1788.6;20999422
ileum2;1789.7;455464874.8
ileum2;1805.7;34915286.9
ileum2;1811.7;49649602
ileum2;1821.7;6373560
ileum2;1828.7;6826922.3
ileum2;1830.7;116907855
ileum2;1846.7;22048044.6
ileum2;1869.6;13899993
ileum2;1871.7;9965834
ileum2;1877.7;8120540
ileum2;1879.8;9316022
ileum2;1885.7;40770575.4
ileum2;1893.7;37441969
ileum2;1900.7;77251660.6
ileum2;1902.7;160146644.8
ileum2;1906.6;5941366
ileum2;1909.7;31597390
ileum2;1915.7;5461928
ileum2;1917.7;19727270
ileum2;1918.7;37233552
ileum2;1932.7;25255200
ileum2;1934.7;166490008
ileum2;1948.7;27748336
ileum2;1949.7;11703486.5
ileum2;1950.7;121429549
ileum2;1951.7;114747356
ileum2;1952.7;5943585
ileum2;1965.7;6496953
ileum2;1967.7;41138528
ileum2;1973.7;18005498.1
ileum2;1992.7;8008055
ileum2;1992.8;120998555
ileum2;2039.7;5278309
ileum2;2055.7;5766251
ileum2;2080.8;375945257
ileum2;2094.8;18264049.2
ileum2;2096.8;536827643
ileum2;2102.7;33722588
ileum2;2111.7;6223382
ileum2;2111.8;9917941.1
ileum2;2112.8;49018340
ileum2;2113.8;133946972.6
ileum2;2118.7;69522295
ileum2;2119.7;9392737
ileum2;2121.8;10932542
ileum2;2137.8;22193988
ileum2;2138.8;7009741
ileum2;2147.8;7528644
ileum2;2154.8;46951087.4
ileum2;2170.9;7527810
ileum2;2186.9;11551328
ileum2;2195.8;18850404
ileum2;2242.8;193186416
ileum2;2257.8;14070208.6
ileum2;2258.8;227677174.6
ileum2;2259.8;8775992
ileum2;2275.8;9854049
ileum2;2280.8;41436547
ileum2;2283.9;17078450
ileum2;2299.8;29719162.8
ileum2;2316.8;8315315.6
ileum2;2316.9;8589861
ileum2;2348.9;6101151
ileum2;2357.9;19683412
ileum2;2403.9;8381994
ileum2;2445.9;33860965
ileum2;2461.9;47750062
ileum2;2462.9;5527994
ileum2;2478.9;12723036
ileum2;2623.9;11815410
ileum2;2723;5338481
ileum2;2786;10573361
jejunum1;1059.4;16180110
jejunum1;1067.7;25848286
jejunum1;1075.4;161223273
jejunum1;1103.4;5149302
jejunum1;1116.4;12656736.6
jejunum1;1176.4;13254639
jejunum1;1235.4;53311412
jejunum1;1237.4;163656236
jejunum1;1237.5;219851690.2
jejunum1;1238.1;6183354
jejunum1;1254.5;60909804
jejunum1;1259.4;156266830.1
jejunum1;1262.5;21793043
jejunum1;1276.5;9259359
jejunum1;1278.5;43234329.4
jejunum1;1319.5;6024067.4
jejunum1;1399.5;150977773.1
jejunum1;1416.5;86235320.2
jejunum1;1419.5;8182747
jejunum1;1421.5;50198423.6
jejunum1;1424.5;45506167
jejunum1;1440.5;16807763.5
jejunum1;1465.6;37135552.2
jejunum1;1481.6;21553799.6
jejunum1;1561.6;33159163.3
jejunum1;1569.6;7935738
jejunum1;1576.6;21231489.1
jejunum1;1578.6;75000056.9
jejunum1;1583.5;13312444
jejunum1;1585.6;7958450
jejunum1;1586.6;5123824
jejunum1;1602.6;30535815
jejunum1;1627.6;36475390.4
jejunum1;1641.6;53465925.1
jejunum1;1643.6;189453940.7
jejunum1;1684.6;10473602.6
jejunum1;1715.6;9875631
jejunum1;1721.6;7649474
jejunum1;1723.6;49697116.1
jejunum1;1731.6;26232344
jejunum1;1738.6;38662354.7
jejunum1;1740.6;128084222.6
jejunum1;1746.6;14820772
jejunum1;1747.6;13355816.4
jejunum1;1764.6;8171125
jejunum1;1768.7;18739572
jejunum1;1782.7;5656601.1
jejunum1;1788.6;13755673
jejunum1;1788.7;7850951
jejunum1;1789.7;214709523.7
jejunum1;1805.7;22299944.3
jejunum1;1811.7;28675728.6
jejunum1;1830.7;5698465
jejunum1;1834.7;16216345
jejunum1;1846.7;9912735.3
jejunum1;1869.6;10290791
jejunum1;1871.7;5679988.8
jejunum1;1885.7;46613903.6
jejunum1;1893.7;20231404
jejunum1;1902.7;185764462.7
jejunum1;1904.7;6839466
jejunum1;1909.7;17053874
jejunum1;1917.7;9357455
jejunum1;1918.7;18519800
jejunum1;1932.7;10894084
jejunum1;1934.7;101586031
jejunum1;1944.7;11951659.4
jejunum1;1949.7;8536096
jejunum1;1950.7;225415031
jejunum1;1951.7;30394647
jejunum1;1956.7;7201412
jejunum1;1967.7;13114047
jejunum1;1972.7;29076689
jejunum1;1973.7;6259042.6
jejunum1;1990.7;11684210
jejunum1;1992.8;31338808
jejunum1;2008.7;10346601
jejunum1;2008.8;6374308
jejunum1;2064.7;9487141
jejunum1;2079.8;6214079
jejunum1;2080.8;141980812
jejunum1;2094.8;29284596
jejunum1;2095.8;15219689
jejunum1;2096.8;379055534
jejunum1;2102.7;13856621
jejunum1;2112.8;34650325
jejunum1;2113.8;24598712
jejunum1;2117.8;5441609
jejunum1;2118.7;49939385
jejunum1;2121.8;11094451
jejunum1;2135.8;5334876
jejunum1;2137.8;20689528.4
jejunum1;2138.8;5716210
jejunum1;2154.8;23506921
jejunum1;2160.7;6823565
jejunum1;2169.8;5788536
jejunum1;2186.9;5170162
jejunum1;2195.8;9564086
jejunum1;2225.8;26521154
jejunum1;2241.8;30511462
jejunum1;2242.8;81881983
jejunum1;2255.8;42738624
jejunum1;2256.8;11982049
jejunum1;2257.8;621154673
jejunum1;2258.8;91290031
jejunum1;2263.8;6274089
jejunum1;2264.8;10246253
jejunum1;2279.8;82888288
jejunum1;2283.9;13905470
jejunum1;2289.8;5432812
jejunum1;2299.8;34155675
jejunum1;2302.9;20983742
jejunum1;2315.8;50743172
jejunum1;2315.9;5101934
jejunum1;2324.9;13570457
jejunum1;2347.9;5179596
jejunum1;2357.9;12748947
jejunum1;2371.9;124472713
jejunum1;2387.9;128221650
jejunum1;2388.9;7879827
jejunum1;2401.8;56184483
jejunum1;2402.8;17630294
jejunum1;2403.8;426011615
jejunum1;2403.9;144953013
jejunum1;2410.8;15397037
jejunum1;2420.9;6588209
jejunum1;2425.8;82743250
jejunum1;2445.9;23300057
jejunum1;2448.9;22844411
jejunum1;2461.9;61161210
jejunum1;2468.9;14824259
jejunum1;2470.9;14836323
jejunum1;2486.9;13674150
jejunum1;2494;8155560
jejunum1;2564.9;6685996
jejunum1;2606.9;13463344
jejunum1;2608;13133668
jejunum1;2622.9;48938551
jejunum1;2723;5017925
jejunum1;2753;24787172
jejunum1;2769;35657484
jejunum1;2786;7084191
jejunum1;2899.1;6104193
jejunum1;2931;9824500
jejunum1;2956.1;5717828
jejunum1;2981.1;21881254
jejunum1;3076.1;7726692
jejunum1;3217.2;6147491
jejunum1;3346.2;10722412
jejunum1;3426.2;5983240
jejunum1;3549.3;7354630
jejunum1;3711.4;17075896
jejunum1;3840.4;14127253
jejunum2;1055.4;22003668
jejunum2;1059.4;102295184
jejunum2;1073.4;32113954
jejunum2;1075.4;462258785
jejunum2;1077.9;5936398
jejunum2;1092.4;9894852
jejunum2;1097.4;55964402
jejunum2;1116.4;44579229.5
jejunum2;1121.4;9204342
jejunum2;1155.4;7903250
jejunum2;1195.4;10105111
jejunum2;1237.4;443851632
jejunum2;1237.5;653238295
jejunum2;1238.1;9475171
jejunum2;1252.5;24805082
jejunum2;1254.5;171271629
jejunum2;1257.4;16927431
jejunum2;1259.4;288833801
jejunum2;1262.5;120685067
jejunum2;1276.5;9816256
jejunum2;1278.5;131887101.1
jejunum2;1303.5;5699024
jejunum2;1319.5;13867843.9
jejunum2;1383.5;8791493
jejunum2;1399.5;529769110
jejunum2;1414.5;70778238.1
jejunum2;1416.5;301923060
jejunum2;1419.5;9559507.4
jejunum2;1421.5;128282211
jejunum2;1424.5;239848937
jejunum2;1440.5;42815110.4
jejunum2;1444.6;46706319
jejunum2;1465.6;183743373
jejunum2;1481.6;72101792.2
jejunum2;1487.5;12413523
jejunum2;1510.6;10120732
jejunum2;1522.6;9295911.9
jejunum2;1559.5;12764466
jejunum2;1561.6;115600355
jejunum2;1569.6;19579156
jejunum2;1576.6;64299838.7
jejunum2;1578.6;279156379
jejunum2;1583.5;38716772
jejunum2;1585.6;17825316
jejunum2;1586.6;32770710
jejunum2;1602.6;81264471
jejunum2;1606.6;35119453
jejunum2;1624.6;6333917
jejunum2;1625.6;9613140
jejunum2;1627.6;228966424.3
jejunum2;1641.6;57545520.9
jejunum2;1643.6;627989242
jejunum2;1649.6;18663783
jejunum2;1666.6;7436910.4
jejunum2;1668.6;31847128
jejunum2;1668.7;70535642
jejunum2;1682.6;9143608.5
jejunum2;1684.6;70608217.7
jejunum2;1707.6;12097617
jejunum2;1715.6;23517022
jejunum2;1723.6;162089707
jejunum2;1731.6;60185231
jejunum2;1736.6;8613660
jejunum2;1738.6;117027824.3
jejunum2;1739.6;6852239
jejunum2;1740.6;436818654
jejunum2;1745.6;6947234
jejunum2;1746.6;40413796
jejunum2;1747.6;29385957
jejunum2;1748.6;20841997
jejunum2;1757.7;13865529
jejunum2;1759.5;5787479
jejunum2;1764.6;23365382
jejunum2;1765.6;5965824
jejunum2;1767.6;15001329.6
jejunum2;1768.7;63421491
jejunum2;1772.7;9762177.3
jejunum2;1773.7;6836660
jejunum2;1782.7;5275027
jejunum2;1785.6;7702589
jejunum2;1787.7;96752131
jejunum2;1788.6;22840765
jejunum2;1788.7;5921391
jejunum2;1789.7;1173640435
jejunum2;1805.7;79123955.6
jejunum2;1811.7;129892830
jejunum2;1821.7;17646232
jejunum2;1827.6;49531616.9
jejunum2;1828.7;13409918
jejunum2;1830.7;265120225
jejunum2;1834.7;94157131
jejunum2;1846.7;54902052
jejunum2;1852.7;18311324
jejunum2;1856.7;16796495
jejunum2;1869.6;58100781
jejunum2;1871.7;37154406
jejunum2;1875.8;21385472
jejunum2;1877.7;9248486
jejunum2;1879.8;20203336
jejunum2;1883.7;19129093.2
jejunum2;1885.7;129917650.6
jejunum2;1893.7;56086287
jejunum2;1898.7;7930637
jejunum2;1900.7;103428179.2
jejunum2;1902.7;519063273
jejunum2;1904.7;27571289
jejunum2;1908.6;44768560
jejunum2;1909.7;40777990
jejunum2;1915.7;10231917
jejunum2;1917.7;21214554
jejunum2;1918.7;44953080
jejunum2;1919.7;6590008
jejunum2;1927.7;6819644
