Sample;M;intensity
spleen1;1871.7;10817909
spleen1;1875.7;6129821
spleen1;1875.8;15959641
spleen1;1877.7;68962448
spleen1;1879.8;22092234
spleen1;1883.7;30318538.2
spleen1;1885.7;222509531
spleen1;1891.7;23757212
spleen1;1893.7;326315658
spleen1;1900.7;185387511.5
spleen1;1902.7;902674159
spleen1;1904.7;18012106
spleen1;1906.6;6809577
spleen1;1907.6;6113008
spleen1;1907.7;37815387
spleen1;1909.7;462525979
spleen1;1910.7;9830584
spleen1;1915.7;18087376
spleen1;1916.7;6578903
spleen1;1917.7;47755614
spleen1;1918.7;159401971
spleen1;1919.7;13980955
spleen1;1928.7;17947993
spleen1;1930.7;109373022
spleen1;1931.6;14880935
spleen1;1931.7;20415585
spleen1;1932.7;58811771
spleen1;1934.7;783630349
spleen1;1947.6;11786067
spleen1;1948.7;184017059
spleen1;1949.7;40585987
spleen1;1950.7;1163342129
spleen1;1951.7;280259713
spleen1;1952.7;6012155
spleen1;1953.6;6810916
spleen1;1954.7;16179730
spleen1;1956.7;21970098
spleen1;1965.7;9359003
spleen1;1967.7;97158793
spleen1;1972.7;84877820
spleen1;1973.7;17303219.7
spleen1;1975.7;9809146
spleen1;1975.8;12694251
spleen1;1979.8;24615660
spleen1;1990.7;34289547
spleen1;1991.7;6450566.2
spleen1;1992.7;271861634
spleen1;1995.8;35071144
spleen1;1996.8;10137370
spleen1;2006.7;11255125
spleen1;2008.7;10813788
spleen1;2014.7;18191672
spleen1;2031.7;9464696
spleen1;2037.8;19889685
spleen1;2039.7;62787100
spleen1;2047.7;15674222
spleen1;2050.8;47209971
spleen1;2055.7;132102030
spleen1;2062.7;10140856
spleen1;2064.7;52574181
spleen1;2067.8;5293486
spleen1;2071.7;61920656
spleen1;2078.7;8857364
spleen1;2078.8;136098217
spleen1;2079.8;26052374
spleen1;2080.8;1572173413
spleen1;2092.8;6479960
spleen1;2095.7;19286444
spleen1;2095.8;10794308
spleen1;2096.8;3488410480
spleen1;2097.8;49949458
spleen1;2102.8;68173587
spleen1;2103.8;15167290
spleen1;2109.8;5887841
spleen1;2110.7;37740920
spleen1;2111.8;89003694
spleen1;2112.8;507724028
spleen1;2113.8;486529820
spleen1;2117.8;53404167
spleen1;2118.7;131708090
spleen1;2119.8;12664720
spleen1;2121.8;78972234
spleen1;2123.8;8235153
spleen1;2125.8;84667982
spleen1;2134.7;92685802
spleen1;2135.8;24474662
spleen1;2137.8;67377618
spleen1;2139.8;29011606
spleen1;2141.8;182055965
spleen1;2150.7;36077882
spleen1;2151.7;6535236.5
spleen1;2152.7;242751946
spleen1;2152.8;31108649
spleen1;2153.8;12015977.9
spleen1;2154.8;340481677
spleen1;2157.8;17374772
spleen1;2160.7;9615135
spleen1;2170.8;6800221
spleen1;2170.9;8934406
spleen1;2174.7;42304095
spleen1;2176.8;8127841
spleen1;2186.9;20982016
spleen1;2199.9;15896401
spleen1;2201.8;5323863
spleen1;2215.8;15875681
spleen1;2217.8;11766554
spleen1;2223.8;19602885
spleen1;2225.8;248602549
spleen1;2226.8;19268999
spleen1;2240.8;126559806
spleen1;2241.8;240728895
spleen1;2242.8;1640778141
spleen1;2247.8;6411500
spleen1;2248.7;7343370
spleen1;2255.8;143331237
spleen1;2256.8;161498505
spleen1;2257.8;2489748430
spleen1;2258.8;1742997857
spleen1;2263.8;27607855
spleen1;2264.8;86461583
spleen1;2265.8;34861981
spleen1;2270.9;6629976
spleen1;2272.7;8604930
spleen1;2273.8;5592027
spleen1;2274.8;22382205
spleen1;2275.8;42635677
spleen1;2278.8;6398809
spleen1;2279.8;207900095
spleen1;2280.8;144356620
spleen1;2281.8;27296984
spleen1;2283.8;141619261
spleen1;2285.9;7934060
spleen1;2286.9;6051053
spleen1;2287.9;94479369
spleen1;2289.8;6393252
spleen1;2295.7;53954285
spleen1;2295.8;7039759
spleen1;2296.8;31505524
spleen1;2297.8;39349706
spleen1;2298.8;6817800
spleen1;2299.8;198426376
spleen1;2300.8;10202584
spleen1;2301.9;13669280
spleen1;2302.9;102171707
spleen1;2303.9;83282406
spleen1;2313.8;24646213
spleen1;2314.8;18926158
spleen1;2315.8;199498314
spleen1;2316.9;181746886
spleen1;2321.8;8478584
spleen1;2322.8;5529479
spleen1;2324.8;8914141
spleen1;2325.9;13066846
spleen1;2328.9;10208890
spleen1;2332.9;9591204
spleen1;2345.9;14490064
spleen1;2347.9;12890356
spleen1;2348.9;13784688
spleen1;2357.8;5926913
spleen1;2357.9;5917798
spleen1;2361.8;38062912
spleen1;2369.8;19904191
spleen1;2370.9;14452573
spleen1;2371.9;1323502591
spleen1;2385.8;63593880
spleen1;2386.8;43318500
spleen1;2386.9;29563010
spleen1;2387.9;741317668
spleen1;2388.9;123573960
spleen1;2393.8;17564895
spleen1;2401.8;272269208
spleen1;2402.8;229489558
spleen1;2402.9;96384459
spleen1;2403.8;412145939
spleen1;2403.9;4552198305
spleen1;2404.9;18021629
spleen1;2409.8;6373979
spleen1;2410.8;41321332
spleen1;2410.9;18734534
spleen1;2413.9;7997294
spleen1;2414.9;8490312
spleen1;2416.9;82750233
spleen1;2420.9;124309960
spleen1;2424.8;16473297
spleen1;2425.8;292250872
spleen1;2427.8;23474169
spleen1;2432.9;29149653
spleen1;2435.8;11969069
spleen1;2441.8;92305924
spleen1;2442.8;24624316
spleen1;2443.8;63532006
spleen1;2443.9;32013309
spleen1;2444.9;45669646
spleen1;2445.9;402401206
spleen1;2446.9;161681963
spleen1;2448.9;210572867
spleen1;2458.8;9456831
spleen1;2459.8;158388617
spleen1;2460.9;13136215
spleen1;2461.9;754420388
spleen1;2468.9;53269363
spleen1;2469.9;6432501
spleen1;2470.9;10710261
spleen1;2475.9;7155775
spleen1;2476.9;26886449
spleen1;2477.9;17865307
spleen1;2478.9;125029057
spleen1;2481.8;12712845
spleen1;2483.9;5405800
spleen1;2492;7554321
spleen1;2494;31257369
spleen1;2494.9;6625082
spleen1;2507;12007919
spleen1;2519.9;90435028
spleen1;2564.9;34534246
spleen1;2565.9;13312464
spleen1;2574.9;26691220
spleen1;2576;5600716
spleen1;2589.9;9172634
spleen1;2590.9;58585703
spleen1;2591.9;17791315
spleen1;2605.9;68789204
spleen1;2606.9;33528290
spleen1;2607.9;131785308
spleen1;2608;276416330
spleen1;2608.9;6557156
spleen1;2620.9;22119942
spleen1;2621.9;172141007
spleen1;2622.9;86194467
spleen1;2623.9;345136010
spleen1;2624;235291479
spleen1;2639;5212020
spleen1;2639.9;39023082
spleen1;2640;7993552
spleen1;2641;75194191
spleen1;2645.9;6038797
spleen1;2650;5918045
spleen1;2680;6476045
spleen1;2681;41330263
spleen1;2682;99615522
spleen1;2710.9;25129939
spleen1;2734.9;9500216
spleen1;2735;32181552
spleen1;2735.9;14748395
spleen1;2737;322118288
spleen1;2751.9;26621640
spleen1;2752;12681228
spleen1;2753;176533259
spleen1;2766.9;23638800
spleen1;2767;83663568
spleen1;2768;161621087
spleen1;2769;400995686
spleen1;2770;605880374
spleen1;2784;20893158
spleen1;2785;31914550
spleen1;2786;405818890
spleen1;2792;6676774
spleen1;2793;27051291
spleen1;2796;6580092
spleen1;2803;26125927
spleen1;2808;19579612
spleen1;2809;14627743
spleen1;2810;18965377
spleen1;2811;108489573
spleen1;2814.1;7229733
spleen1;2815.1;12667144
spleen1;2827;244689298
spleen1;2831.1;6024486
spleen1;2843;34546099
spleen1;2844;41073585
spleen1;2878.8;5437254
spleen1;2885.1;27737997
spleen1;2899;126794065
spleen1;2899.1;131970397
spleen1;2915;101526368
spleen1;2928;5385631
spleen1;2930;85121375
spleen1;2931;179947898
spleen1;2973.1;109890054
spleen1;2989.1;192598455
spleen1;3028.1;51358434
spleen1;3044.1;17345212
spleen1;3045.1;18914873
spleen1;3060.1;8583394
spleen1;3072.1;6627113
spleen1;3076.1;120528752
spleen1;3102.1;138924604
spleen1;3117.1;12481562
spleen1;3118.1;39517664
spleen1;3134.1;130035091
spleen1;3151.1;70405239
spleen1;3153.1;13190425
spleen1;3168.2;31317932
spleen1;3177.2;7066338
spleen1;3179.2;8167130
spleen1;3192.2;65296907
spleen1;3264.2;89111722
spleen1;3280.2;48687599
spleen1;3296.2;83382258
spleen1;3297.2;56270341
spleen1;3313.2;43860792
spleen1;3338.2;10519426
spleen1;3339.2;8280256
spleen1;3354.2;59367863
spleen1;3371.2;19814155
spleen1;3393.2;27977656
spleen1;3409.2;14489047
spleen1;3410.2;17645035
spleen1;3426.2;57629492
spleen1;3441.2;35996900
spleen1;3442.2;45001601
spleen1;3446.2;7832770
spleen1;3458.2;21661440
spleen1;3459.2;7501687
spleen1;3463.2;10229435
spleen1;3467.3;24327267
spleen1;3484.3;16761889
spleen1;3499.3;22863390
spleen1;3516.3;67000354
spleen1;3532.3;5235851
spleen1;3533.3;16753405
spleen1;3544.3;6582020
spleen1;3556.3;15285532
spleen1;3557.3;29722610
spleen1;3571.3;9660053
spleen1;3608.3;7551244
spleen1;3629.3;15604865
spleen1;3642.3;5877554
spleen1;3645.3;8168107
spleen1;3661.3;36071320
spleen1;3662.3;24320512
spleen1;3678.3;33985884
spleen1;3703.4;5227269
spleen1;3719.4;16948249
spleen1;3775.4;5879253
spleen1;3791.4;7598063
spleen1;3804.4;14006675
spleen1;3806.4;6055685
spleen1;3807.4;16179421
spleen1;3823.4;18606360
spleen1;3832.4;8627940
spleen1;3864.4;24723733
spleen1;3865.4;12492903
spleen1;3881.4;30006333
spleen1;3885.4;5697144
spleen1;3941.4;16097410
spleen1;4043.5;10764566
spleen1;4192.5;27662296
spleen1;4207.5;6393568
spleen1;4304.5;5034640
spleen2;1008.4;8061584.9
spleen2;1039.4;9285765
spleen2;1040.4;9099311
spleen2;1055.4;48627751
spleen2;1056.4;6648167.3
spleen2;1057.4;5387415
spleen2;1058.4;18936870
spleen2;1059.4;935666256
spleen2;1059.9;14850912
spleen2;1060.4;42358201
spleen2;1063.4;6514950
spleen2;1073.4;84724424
spleen2;1075.4;897678465.3
spleen2;1077.9;21887356
spleen2;1081.4;160790510
spleen2;1092.4;34805801
spleen2;1097.4;148315249
spleen2;1113.4;10377276
spleen2;1116.4;94370499.9
spleen2;1121.4;25532956
spleen2;1127.4;14495351
spleen2;1155.4;8489045
spleen2;1170.4;5267612.3
spleen2;1183.4;9779171
spleen2;1184.4;9365607
spleen2;1192.4;9993067
spleen2;1199.4;7872590
spleen2;1200.4;27628757
spleen2;1221.5;19401111
spleen2;1221.9;7494335
spleen2;1234.9;5536701
spleen2;1236.4;13123475
spleen2;1237.5;1968415630
spleen2;1238.5;5395844
spleen2;1252.5;20083133
spleen2;1254.5;281606921
spleen2;1259.4;381320763
spleen2;1260.5;6600115
spleen2;1262.5;264625449
spleen2;1276.5;22617280
spleen2;1278.5;261105997
spleen2;1319.5;5589452.6
spleen2;1362.5;9065230
spleen2;1383.5;34705388
spleen2;1397.5;105913053
spleen2;1399.5;869284215.3
spleen2;1414.5;98073625
spleen2;1416.5;504300589
spleen2;1419.5;6921279
spleen2;1421.5;169850149
spleen2;1423.5;14175985
spleen2;1424.5;610583251
spleen2;1440.5;96386035.2
spleen2;1444.6;56113441
spleen2;1465.6;236573241
spleen2;1481.6;35670618.9
spleen2;1510.6;9409954
spleen2;1553.6;8447995
spleen2;1561.6;200543570
spleen2;1567.6;5033753
spleen2;1569.6;171918453
spleen2;1576.6;95548950
spleen2;1578.6;538560183
spleen2;1583.5;58318193
spleen2;1583.6;14295789
spleen2;1585.6;278258276
spleen2;1586.6;97354537
spleen2;1595.6;10969949
spleen2;1602.6;104348254
spleen2;1605.5;9599950
spleen2;1606.6;61114446
spleen2;1607.5;12224323
spleen2;1607.6;8833761
spleen2;1625.6;6619135
spleen2;1627.6;188328152
spleen2;1630.6;9473335
spleen2;1641.6;136031592
spleen2;1643.6;1115952109
spleen2;1668.6;126179274
spleen2;1684.6;21238872.9
spleen2;1690.6;7286611
spleen2;1713.6;17496684
spleen2;1713.7;8805550
spleen2;1715.6;330948403
spleen2;1723.6;254070111
spleen2;1729.6;35171939
spleen2;1731.6;702636222
spleen2;1737.6;14483562
spleen2;1738.6;128151257.1
spleen2;1739.6;8936406
spleen2;1740.6;679591818.3
spleen2;1744.6;5883318.2
spleen2;1745.6;31780201
spleen2;1746.6;53850645.4
spleen2;1747.6;317470788
spleen2;1748.6;28548913
spleen2;1753.6;42292708
spleen2;1757.7;19120434
spleen2;1760.7;18423345
spleen2;1764.6;52500972
spleen2;1766.7;12167568
spleen2;1767.6;11944993
spleen2;1768.7;82716284.4
spleen2;1769.6;22963112
spleen2;1772.6;6156878
spleen2;1772.7;44375914
spleen2;1775.6;8293971
spleen2;1776.7;24889224
spleen2;1785.6;10681548
spleen2;1787.6;12645859
spleen2;1788.7;151955784
spleen2;1789.7;3225828673
spleen2;1805.7;70496277
spleen2;1809.6;7691203
spleen2;1810.6;11024377
spleen2;1811.6;148614887
spleen2;1811.7;40031733
spleen2;1813.7;6715355
spleen2;1821.7;20804202
spleen2;1830.7;197768439
spleen2;1834.7;205050684
spleen2;1846.7;22175778.4
spleen2;1852.7;14073419
spleen2;1869.6;54632628
spleen2;1871.7;10569275
spleen2;1875.7;7821121
spleen2;1875.8;14563739
spleen2;1877.7;40493869
spleen2;1879.8;24860275
spleen2;1883.7;28321202.6
spleen2;1885.7;237838865
spleen2;1891.7;13646390
spleen2;1893.7;338887407
spleen2;1900.7;159440921.8
spleen2;1902.7;1023584618
spleen2;1904.7;48285736
spleen2;1907.7;26796271
spleen2;1908.7;8848303
spleen2;1909.7;559677323
spleen2;1910.7;9303278
spleen2;1915.7;23787827
spleen2;1917.7;36047359
spleen2;1918.7;129797421
spleen2;1919.7;16555145
spleen2;1924.6;7191679
spleen2;1926.7;5130340
spleen2;1929.6;7530203.3
spleen2;1930.7;108410182
spleen2;1931.6;38607432
spleen2;1931.7;11213747
spleen2;1932.7;53402211
spleen2;1934.7;923679110
spleen2;1947.6;15663009
spleen2;1948.7;307279325
spleen2;1949.7;13327672
spleen2;1950.7;2434866359
spleen2;1951.7;374320645
spleen2;1953.6;9326674
spleen2;1954.7;14714577
spleen2;1956.7;20056339
spleen2;1965.7;5273992
spleen2;1967.7;82826221
spleen2;1969.6;6121699
spleen2;1972.7;205331910
spleen2;1973.7;27038809
spleen2;1975.8;10278994
spleen2;1978.7;5130034
spleen2;1979.8;22208344
spleen2;1988.7;54067426
spleen2;1990.7;21251846
spleen2;1991.7;6093479
spleen2;1992.7;332511082
spleen2;1992.8;17789042
spleen2;1994.7;9711203
spleen2;1995.8;73750522
spleen2;1996.8;15633713
spleen2;2006.7;10436677
spleen2;2008.7;10177543
spleen2;2008.8;74443840
spleen2;2014.7;28633746
spleen2;2030.7;11037721
spleen2;2031.7;11809871
spleen2;2034.8;12392923
spleen2;2037.8;21302850
spleen2;2038.8;8910240
spleen2;2039.7;37998584
spleen2;2047.7;19547355
spleen2;2050.8;130771363
spleen2;2055.7;125345213
spleen2;2064.7;27975267
spleen2;2067.8;16253545
spleen2;2071.7;76838772
spleen2;2072.7;9327303
spleen2;2077.7;5076869
spleen2;2078.8;105622051
spleen2;2079.8;48769843
spleen2;2080.8;2024612964
spleen2;2086.7;18228541
spleen2;2092.7;7498558
spleen2;2094.7;563968211
spleen2;2095.8;13130101
spleen2;2096.8;5534361917
spleen2;2100.8;5721832
spleen2;2102.8;126311067
spleen2;2103.8;6959085
spleen2;2111.8;84689373
spleen2;2112.8;529416393
spleen2;2113.8;514803567
spleen2;2117.8;34631026
spleen2;2118.7;327053348
spleen2;2119.7;23168620
spleen2;2119.8;8554348
spleen2;2121.8;71712811
spleen2;2125.8;99173719
spleen2;2130.8;7648901
spleen2;2134.7;140581005
spleen2;2135.7;6599291
spleen2;2135.8;26629815
spleen2;2137.8;47184517
spleen2;2139.8;28472911
spleen2;2141.8;259659295
spleen2;2150.7;19766678
spleen2;2151.7;6733875.1
spleen2;2152.7;277334586
spleen2;2152.8;34998223
spleen2;2153.8;6497884
spleen2;2154.8;478961266
spleen2;2157.8;14586184
spleen2;2160.7;35840518
spleen2;2166.6;5104226
spleen2;2170.8;13855971
spleen2;2170.9;6507830
spleen2;2176.7;11297660
spleen2;2176.8;13040202
spleen2;2177.8;6656736
spleen2;2186.9;23658912
spleen2;2193.7;5603730
spleen2;2197.8;9905524
spleen2;2199.9;16840877
spleen2;2201.8;5423576
spleen2;2211.8;27903855
spleen2;2217.8;12764418
spleen2;2223.8;26047930
spleen2;2225.8;431651040
spleen2;2240.8;47549094
spleen2;2241.8;319722941
spleen2;2242.8;1275227455
spleen2;2247.8;16066248
spleen2;2248.7;30750748
spleen2;2255.8;169739024
spleen2;2256.8;136185650
spleen2;2257.8;4376274232
spleen2;2258.8;1457443001
spleen2;2263.8;37938992
spleen2;2264.8;62480805
spleen2;2265.8;23819925
spleen2;2270.9;13561463
spleen2;2272.7;7247624
spleen2;2274.8;35460746
spleen2;2275.8;27559109
spleen2;2279.8;384745217
spleen2;2280.8;117098068
spleen2;2281.8;13717435
spleen2;2283.8;149409568
spleen2;2283.9;28446467
spleen2;2286.9;6137146
spleen2;2287.9;58055156
spleen2;2289.8;15612140
spleen2;2295.7;76553309
spleen2;2296.8;18809700
spleen2;2297.8;31436479
spleen2;2299.8;255266659
spleen2;2302.9;152947184
spleen2;2303.9;53896232
spleen2;2313.8;27450128
spleen2;2314.8;26299827
spleen2;2315.8;251129324
spleen2;2315.9;17268620
spleen2;2316.9;275693786
spleen2;2317.7;14975103
spleen2;2321.8;11042959
spleen2;2322.8;5862809
spleen2;2325.9;25698488
spleen2;2328.7;8540926
spleen2;2328.9;10487367
spleen2;2332.9;8275042
spleen2;2333.9;7196719
spleen2;2337.8;6948078
spleen2;2345.9;16548274
spleen2;2357.8;64990500
spleen2;2357.9;20003311
spleen2;2361.8;27139907
spleen2;2361.9;5410594
spleen2;2369.8;18394945
spleen2;2371.9;1706741158
spleen2;2385.8;64711655
spleen2;2386.8;52245133
spleen2;2386.9;12180718
spleen2;2387.9;986190077
spleen2;2393.8;21882642
spleen2;2395.8;19975374
spleen2;2401.8;241570246
spleen2;2402.8;130478596
spleen2;2402.9;129000649
spleen2;2403.8;1036424327
spleen2;2403.9;5836504426
spleen2;2409.8;6788035
spleen2;2410.8;49362773
spleen2;2410.9;34641711
spleen2;2415.9;9821876
spleen2;2416.9;86671012
spleen2;2418.9;14172701
spleen2;2419.9;7028103
spleen2;2420.9;172949272
spleen2;2423.8;11890364
spleen2;2424.8;14739311
spleen2;2425.8;495334500
spleen2;2427.8;7927127
spleen2;2432.9;32207928
spleen2;2435.8;22392034
spleen2;2441.8;98878521
spleen2;2442.9;5898341
spleen2;2443.8;58799880
spleen2;2443.9;33023106
spleen2;2444.9;35989262
spleen2;2445.9;466907372
spleen2;2446.9;179129792
spleen2;2448.9;258015380
spleen2;2457.8;7107440
spleen2;2458.8;9027403
spleen2;2459.9;94157883
spleen2;2460.9;9292027
spleen2;2461.9;982497330
spleen2;2462.9;67953034
spleen2;2466.8;5221148
spleen2;2468.9;60787484
spleen2;2475.9;7238851
spleen2;2476.8;9395975
spleen2;2476.9;20759157
spleen2;2477.9;26881357
spleen2;2478.9;187264979
spleen2;2482.8;22530912
spleen2;2483.9;11676727
spleen2;2484.9;20613833
spleen2;2494;22870190
spleen2;2494.9;6858877
spleen2;2497.8;6189976
spleen2;2507;12401039
spleen2;2519.9;144025476
spleen2;2526.9;8703480
spleen2;2564.9;115049192
spleen2;2565.9;25307329
spleen2;2574.9;31885389
spleen2;2576;16835890
spleen2;2576.9;8657480
spleen2;2586.9;9523624
spleen2;2589.9;33006056
spleen2;2590.9;89262227
spleen2;2605.9;69076311
spleen2;2606.9;47307308
spleen2;2607.9;232749231
spleen2;2620.9;29772987
spleen2;2621.9;153654816
spleen2;2622.9;185523958
spleen2;2623.9;388458440
spleen2;2639.9;44056969
spleen2;2640;9609342
spleen2;2641;86953991
spleen2;2645.9;7860316
spleen2;2649;9450770
spleen2;2664;7932479
spleen2;2681;45101459
spleen2;2682;142703033
spleen2;2710.9;64962756
spleen2;2735.9;7187102
spleen2;2737;454966004
spleen2;2738;46205556
spleen2;2749.9;7806132
spleen2;2750.9;17818470
spleen2;2751;8149546
spleen2;2752;19078391
spleen2;2753;240748143
spleen2;2766;5588968
spleen2;2766.9;29592906
spleen2;2768;124901426
spleen2;2769;646471286
spleen2;2782.1;6134844
spleen2;2784;16851387
spleen2;2785;11737630
spleen2;2786;346656291
spleen2;2791;6807004
spleen2;2792;6857209
spleen2;2803;22903009
spleen2;2808;22082692
spleen2;2810;18686377
spleen2;2811;134264133
spleen2;2811.1;5058422
spleen2;2812;18926906
spleen2;2815.1;11331113
spleen2;2822.9;15289698
spleen2;2827;348707036
spleen2;2828;9376092
spleen2;2843;18764538
spleen2;2844;61270652
spleen2;2844.1;20100407
spleen2;2885.1;41699768
spleen2;2899;139366304
spleen2;2899.1;140322061
spleen2;2915;118090612
spleen2;2928;6551636
spleen2;2930;195608270
spleen2;2931;260912893
spleen2;2952;5946590
spleen2;2973.1;142492084
spleen2;2989.1;226470526
spleen2;3006.1;10232607
spleen2;3028.1;78774557
spleen2;3029.1;27272468
spleen2;3044.1;31483089
spleen2;3045.1;30075141
spleen2;3060.1;22952308
spleen2;3064.2;6877521
spleen2;3072.1;11394417
spleen2;3076.1;223941524
spleen2;3102.1;175685567
spleen2;3117.1;12728855
spleen2;3118.1;62181521
spleen2;3119.1;95732286
spleen2;3120.1;5362465
spleen2;3134.1;204764286
spleen2;3151.1;92006175
spleen2;3168.2;9714734
spleen2;3176.2;6401378
spleen2;3177.2;12453361
spleen2;3179.2;12324189
spleen2;3192.2;100317297
spleen2;3209.2;43304547
spleen2;3250.2;12874074
spleen2;3264.2;111104034
spleen2;3280.2;59580858
spleen2;3296.2;101043940
spleen2;3297.2;38404438
spleen2;3313.2;32841754
spleen2;3337.2;5431963
spleen2;3338.2;15096005
spleen2;3354.2;79328805
spleen2;3363.2;5877623
spleen2;3371.2;25054477
spleen2;3393.2;53985436
spleen2;3394.2;22262519
spleen2;3409.2;27824441
spleen2;3410.2;23671515
spleen2;3426.2;75216884
spleen2;3439.1;5366992
spleen2;3441.2;74974129
spleen2;3442.2;59284574
spleen2;3446.2;8382009
spleen2;3458.2;28702115
spleen2;3463.2;10599132
spleen2;3467.3;34325608
spleen2;3484.3;27374999
spleen2;3485.3;10128780
spleen2;3499.2;95675345
spleen2;3499.3;40982947
spleen2;3516.3;82192578
spleen2;3532.3;7913984
spleen2;3533.3;17280559
spleen2;3541.3;6594617
spleen2;3544.3;9922092
spleen2;3556.3;17298484
spleen2;3557.3;55229755
spleen2;3558.3;9255050
spleen2;3571.3;15731916
spleen2;3578.3;58156325
spleen2;3595.4;6565988
spleen2;3608.3;7694391
spleen2;3625.3;16982316
spleen2;3642.3;7359662
spleen2;3645.3;8843102
spleen2;3661.3;52050140
spleen2;3678.3;30160745
spleen2;3703.4;11713209
spleen2;3719.4;30461395
spleen2;3736.4;20571800
spleen2;3770.3;9963123
spleen2;3774.4;11678438
spleen2;3777.4;6150410
spleen2;3787.3;23945035
spleen2;3791.4;8736026
spleen2;3804.4;19529304
spleen2;3806.3;24339175
spleen2;3806.4;5154316
spleen2;3823.4;27278311
spleen2;3832.4;17815123
spleen2;3864.4;55053033
spleen2;3881.4;43424283
spleen2;3885.4;15565064
spleen2;3898.4;10999337
spleen2;3938.4;6322331
spleen2;3963.4;5234699
spleen2;4026.5;9148211
spleen2;4043.5;13263849
spleen2;4171.5;13047057
spleen2;4172.5;7155316
spleen2;4175.5;5131416
spleen2;4176.5;23970530
spleen2;4188.5;15788035
spleen2;4192.5;71106103
spleen2;4207.5;47078688
spleen2;4208.5;9981714
spleen2;4215.5;5499923
spleen2;4229.5;11934323
spleen2;4230.5;8734478
spleen2;4246.5;9068593
spleen2;4467.6;8198167
testis1;1022.4;18570534
testis1;1040.4;22664945
testis1;1048.4;12467557
testis1;1057.4;11047816
testis1;1059.4;1252450715
testis1;1061.9;38317620
testis1;1064.2;16896920
testis1;1073.4;7164856
testis1;1074.4;11281989
testis1;1075.4;1075380253
testis1;1077.9;41174380
testis1;1081.4;91912297
testis1;1092.4;23111188
testis1;1097.4;76265993
testis1;1100.4;781425620
testis1;1116.4;344638013
testis1;1127.4;18656950
testis1;1155.4;5214163
testis1;1157.5;31264239
testis1;1192.9;9891410
testis1;1209.4;5437739
testis1;1221.5;92467774
testis1;1236.5;41645170
testis1;1237.5;3371122807
testis1;1253.5;5277907
testis1;1254.5;501530851
testis1;1258.5;16664407
testis1;1259.4;231461841
testis1;1260.5;18307346
testis1;1262.5;2605609706
testis1;1263.1;13763552
testis1;1275.4;48237836
testis1;1276.5;5764857
testis1;1278.5;227219880
testis1;1279.5;39350841
testis1;1282.5;61120168
testis1;1303.5;244165974
testis1;1307.5;16334065
testis1;1319.5;368892492
testis1;1364.6;8878023
testis1;1383.5;55873931
testis1;1398.5;27392469
testis1;1399.5;1052106772
testis1;1415.6;26118648
testis1;1416.5;579275456
testis1;1421.5;94721467
testis1;1422.5;16657893
testis1;1424.5;1264492960
testis1;1440.5;49309415
testis1;1444.6;45312996
testis1;1461.5;16234421
testis1;1465.6;5966553804
testis1;1465.9;28975700
testis1;1466.2;39220856
testis1;1467.6;57866386
testis1;1469.6;32621937
testis1;1481.6;178370523.2
testis1;1487.5;121296868
testis1;1487.6;58874377
testis1;1503.5;23485769
testis1;1510.6;277494184
testis1;1522.6;210262376.6
testis1;1553.6;23426394
testis1;1561.6;121874638
testis1;1567.6;5362259
testis1;1569.6;179162727
testis1;1574.5;8081743
testis1;1576.6;6172312
testis1;1577.6;9686788
testis1;1578.6;290296414
testis1;1583.5;7597414
testis1;1585.6;131992903
testis1;1586.6;265345515
testis1;1600.5;13888594
testis1;1602.6;47237994
testis1;1606.6;17884949
testis1;1625.6;29349199
testis1;1627.6;1588614105
testis1;1643.6;598854535
testis1;1649.6;50794588
testis1;1659.6;5390178
testis1;1665.6;29565857
testis1;1666.6;137761948.4
testis1;1668.6;3354043880
testis1;1668.7;799280715
testis1;1672.7;59678755
testis1;1684.6;49373886
testis1;1688.7;16522418
testis1;1690.6;107219065
testis1;1700.6;18325529
testis1;1707.6;15639385
testis1;1713.7;244817884
testis1;1715.6;538065188
testis1;1721.6;5340839
testis1;1723.5;51676717
testis1;1723.6;192617315
testis1;1725.7;179000288
testis1;1731.6;571910320
testis1;1737.6;13324863
testis1;1738.6;20785137
testis1;1739.6;10978158
testis1;1739.7;6729418
testis1;1740.6;428320481
testis1;1740.7;43393531
testis1;1745.5;7288818
testis1;1746.6;20442833
testis1;1747.6;119588701
testis1;1747.7;5073844
testis1;1748.6;85244108
testis1;1753.6;8792895
testis1;1757.7;14437206
testis1;1760.7;19274429
testis1;1761.6;5553717
testis1;1764.6;17722893
testis1;1768.7;38843076
testis1;1772.7;109366859
testis1;1773.7;13356364
testis1;1785.6;7597011
testis1;1787.7;93372746
testis1;1788.6;8562680
testis1;1788.7;106056510
testis1;1789.6;51403772
testis1;1789.7;4539246310
testis1;1805.6;5856946
testis1;1805.7;108601866
testis1;1806.7;18202703
testis1;1811.7;18936454
testis1;1821.7;38217265
testis1;1827.6;48786602
testis1;1828.6;21891985
testis1;1830.7;1086088210
testis1;1834.7;193442223
testis1;1846.6;13053153
testis1;1846.7;15375679
testis1;1847.7;5110985
testis1;1852.7;31485714
testis1;1860.7;7496281
testis1;1869.6;54901683
testis1;1869.7;22985223
testis1;1871.7;1146183183
testis1;1875.8;33282892
testis1;1877.7;96438940
testis1;1879.8;16303347
testis1;1885.6;40209722
testis1;1885.7;125700989
testis1;1886.7;11900651
testis1;1887.7;19892716
testis1;1892.7;28437801
testis1;1893.7;1472791689
